horse	horse	1.0
horse	barn	0.32499087867130183
horse	church	0.19455762502706284
horse	fence	0.3485812494105681
horse	tree	0.25745871781519
horse	building	0.05488356081858706
horse	background	0.0021641229785151553
horse	hotel	0.22747970321724675
horse	in	0.05262146685371784
horse	is	0.25475306300475514
horse	color	0.029466336324977034
horse	grey	0.07331464688233767
horse	behind	0.22414768959252807
barn	horse	0.32499087867130183
barn	barn	1.0
barn	church	0.12043223081598908
barn	fence	0.5768948773238054
barn	tree	0.388676357787483
barn	building	0.2882358892220665
barn	background	0.03608052423298633
barn	hotel	0.30350682032633913
barn	in	0.12016775020099527
barn	is	0.17665657087635822
barn	color	0.05147154772942686
barn	grey	0.25764990408288957
barn	behind	0.14193280911250136
church	horse	0.19455762502706284
church	barn	0.12043223081598908
church	church	1.0
church	fence	0.03428438688864162
church	tree	0.05256823662859336
church	building	0.27783003584400784
church	background	0.18127397463745995
church	hotel	0.38150653374703647
church	in	0.003807851240455542
church	is	0.03522343633954317
church	color	0.08628623263791146
church	grey	0.08494059569792696
church	behind	0.08021579532416606
fence	horse	0.3485812494105681
fence	barn	0.5768948773238054
fence	church	0.03428438688864162
fence	fence	1.0
fence	tree	0.45511678834113833
fence	building	0.3149780450632469
fence	background	0.003143128231143065
fence	hotel	0.1683777999425178
fence	in	0.030481691816003277
fence	is	0.07952158025002773
fence	color	0.03938881500672753
fence	grey	0.30864879491539254
fence	behind	0.2852174398169208
tree	horse	0.25745871781519
tree	barn	0.388676357787483
tree	church	0.05256823662859336
tree	fence	0.45511678834113833
tree	tree	1.0
tree	building	0.24650579097310427
tree	background	0.17628892907900884
tree	hotel	0.29285771797271226
tree	in	0.08523759356563826
tree	is	0.019524825512350054
tree	color	0.38338184849864365
tree	grey	0.31923834894865066
tree	behind	0.3085241840296683
building	horse	0.05488356081858706
building	barn	0.2882358892220665
building	church	0.27783003584400784
building	fence	0.3149780450632469
building	tree	0.24650579097310427
building	building	1.0
building	background	0.15106938777787932
building	hotel	0.22970371939399387
building	in	0.16358860370813352
building	is	0.008824449254613162
building	color	0.16374210106877735
building	grey	0.192078829937867
building	behind	0.10217159082640162
background	horse	0.0021641229785151553
background	barn	0.03608052423298633
background	church	0.18127397463745995
background	fence	0.003143128231143065
background	tree	0.17628892907900884
background	building	0.15106938777787932
background	background	1.0
background	hotel	0.03394646363594933
background	in	0.09829033378980552
background	is	0.1382023502526407
background	color	0.38177992210128453
background	grey	0.23208205649033165
background	behind	0.03947815426706466
hotel	horse	0.22747970321724675
hotel	barn	0.30350682032633913
hotel	church	0.38150653374703647
hotel	fence	0.1683777999425178
hotel	tree	0.29285771797271226
hotel	building	0.22970371939399387
hotel	background	0.03394646363594933
hotel	hotel	1.0
hotel	in	0.002725329954031644
hotel	is	0.20346021530683736
hotel	color	0.05209074144001036
hotel	grey	0.2168077744527398
hotel	behind	0.08439586735650043
in	horse	0.05262146685371784
in	barn	0.12016775020099527
in	church	0.003807851240455542
in	fence	0.030481691816003277
in	tree	0.08523759356563826
in	building	0.16358860370813352
in	background	0.09829033378980552
in	hotel	0.002725329954031644
in	in	1.0
in	is	0.10389867358151668
in	color	0.07725847195003938
in	grey	0.00830236706474713
in	behind	0.1709494549223146
is	horse	0.25475306300475514
is	barn	0.17665657087635822
is	church	0.03522343633954317
is	fence	0.07952158025002773
is	tree	0.019524825512350054
is	building	0.008824449254613162
is	background	0.1382023502526407
is	hotel	0.20346021530683736
is	in	0.10389867358151668
is	is	1.0
is	color	0.0000771031881237165
is	grey	0.20489806258156332
is	behind	0.15555810680320467
color	horse	0.029466336324977034
color	barn	0.05147154772942686
color	church	0.08628623263791146
color	fence	0.03938881500672753
color	tree	0.38338184849864365
color	building	0.16374210106877735
color	background	0.38177992210128453
color	hotel	0.05209074144001036
color	in	0.07725847195003938
color	is	0.0000771031881237165
color	color	1.0
color	grey	0.3111048629895417
color	behind	0.07725594099731994
grey	horse	0.07331464688233767
grey	barn	0.25764990408288957
grey	church	0.08494059569792696
grey	fence	0.30864879491539254
grey	tree	0.31923834894865066
grey	building	0.192078829937867
grey	background	0.23208205649033165
grey	hotel	0.2168077744527398
grey	in	0.00830236706474713
grey	is	0.20489806258156332
grey	color	0.3111048629895417
grey	grey	1.0
grey	behind	0.11421245714946662
behind	horse	0.22414768959252807
behind	barn	0.14193280911250136
behind	church	0.08021579532416606
behind	fence	0.2852174398169208
behind	tree	0.3085241840296683
behind	building	0.10217159082640162
behind	background	0.03947815426706466
behind	hotel	0.08439586735650043
behind	in	0.1709494549223146
behind	is	0.15555810680320467
behind	color	0.07725594099731994
behind	grey	0.11421245714946662
behind	behind	1.0
