0,15,7
0,14,1
0,13,8
0,11,1
0,9,3
0,4,1
0,3,5
1,19,4
1,18,9
1,17,7
1,14,8
1,13,1
1,12,9
1,6,6
1,5,3
1,3,5
2,18,3
2,16,7
2,15,7
2,13,8
2,12,1
2,8,4
2,7,2
2,4,3
3,19,6
3,18,4
3,16,3
3,15,1
3,10,3
3,6,4
3,5,2
3,4,7
4,19,9
4,18,2
4,16,8
4,15,8
4,11,1
4,9,4
4,8,6
4,6,5
5,19,5
5,18,6
5,17,5
5,16,1
5,15,1
5,14,6
5,13,2
5,11,8
5,8,9
6,19,3
6,17,3
6,14,3
6,13,5
6,8,4
6,7,5
7,18,4
7,15,9
7,14,4
7,13,10
7,12,2
7,11,4
7,9,4
8,19,5
8,13,9
8,12,4
8,11,7
8,10,11
9,18,3
9,17,3
9,16,5
9,15,6
9,14,2
9,13,7
9,12,2
9,11,4
9,10,7
10,18,5
10,16,6
10,15,4
10,14,5
10,13,7
11,19,8
11,18,1
11,17,3
11,15,7
11,13,9
11,12,2
12,19,7
12,18,2
12,15,7
12,14,2
12,13,9
13,19,4
13,17,6
13,15,3
14,17,1
14,16,6
14,15,5
15,17,4
15,16,2
16,19,4
18,19,7
0,1,5
2,3,7
4,5,8
7,8,1
8,9,3
13,14,7
17,18,9
