0,44,6
0,42,7
0,38,4
0,37,4
0,31,4
0,30,2
1,29,4
1,25,2
1,16,7
1,14,1
1,9,3
1,45,8
1,32,8
1,30,11
1,25,11
1,18,9
1,15,4
1,14,8
1,12,9
1,10,8
1,7,11
2,43,3
2,31,2
2,30,2
2,22,4
2,20,3
2,14,2
2,11,3
2,10,8
2,6,3
3,49,8
3,47,4
3,42,4
3,34,1
3,24,1
3,23,7
3,19,6
3,16,3
3,13,4
3,11,6
3,8,9
3,5,2
4,45,8
4,44,7
4,42,9
4,40,4
4,27,5
4,24,8
4,21,2
4,19,9
4,17,4
4,10,7
5,47,2
5,45,9
5,44,2
5,41,5
5,36,6
5,35,4
5,23,8
5,14,6
5,9,6
5,8,9
6,49,3
6,44,3
6,43,4
6,36,8
6,18,4
7,48,5
7,45,6
7,43,3
7,38,3
7,36,9
7,32,5
7,24,9
7,21,5
7,19,8
7,15,9
7,13,10
7,12,2
7,10,9
7,9,4
8,41,10
8,36,11
8,34,8
8,32,7
8,18,6
8,16,8
9,47,6
9,45,4
9,42,5
9,41,6
9,40,1
9,38,2
9,37,2
9,34,4
9,29,3
9,24,6
9,17,3
9,12,2
9,10,7
10,33,9
10,29,5
10,18,5
10,14,5
10,13,7
11,46,6
11,44,6
11,35,4
11,34,5
11,31,4
11,25,1
11,21,1
11,19,8
11,18,1
11,15,7
12,49,4
12,42,7
12,38,3
12,34,5
12,33,5
12,20,4
12,19,7
12,17,3
12,15,7
13,48,6
13,45,8
13,43,9
13,40,8
13,31,10
13,29,4
13,25,10
13,21,9
14,48,4
14,34,3
14,31,4
14,26,2
14,22,4
14,16,6
15,49,8
15,44,2
15,36,5
15,29,3
15,28,10
15,26,3
15,24,1
15,23,8
15,21,7
15,18,6
16,42,1
16,40,6
16,39,7
16,37,3
16,36,7
16,35,4
16,32,6
16,31,9
16,26,4
16,23,7
16,17,5
17,48,4
17,47,6
17,42,5
17,22,4
17,21,3
17,18,1
18,47,7
18,44,5
18,43,6
18,37,4
18,35,2
18,34,4
18,20,3
19,48,3
19,45,4
19,39,9
19,34,5
19,28,5
19,24,6
20,46,4
20,45,6
20,44,2
20,28,6
20,25,5
20,23,4
21,46,7
21,45,9
21,37,6
21,33,8
21,27,3
21,23,6
22,49,4
22,47,3
22,45,4
22,42,2
22,26,3
22,25,7
22,23,4
23,49,2
23,47,8
23,46,2
23,43,1
23,41,8
23,39,7
23,27,8
23,26,5
23,24,8
24,46,8
24,40,7
24,39,5
24,38,8
24,37,4
24,36,4
24,34,2
24,32,4
24,30,8
24,29,3
24,26,3
25,44,7
25,43,7
25,38,6
25,30,3
25,28,9
25,27,4
26,49,6
26,40,4
26,39,4
26,34,1
26,31,6
26,30,5
27,42,8
27,36,2
27,30,6
27,28,11
28,47,8
28,42,7
28,41,11
28,33,4
28,32,9
29,35,1
29,33,4
29,32,3
30,45,7
30,41,7
30,39,5
30,37,6
30,35,4
30,32,4
31,49,3
31,48,4
31,47,9
31,44,7
31,42,8
31,35,5
31,33,6
31,32,5
32,48,5
32,46,6
32,38,6
32,34,3
33,49,3
33,48,1
33,47,4
33,43,4
33,42,3
33,40,4
33,34,5
34,43,7
34,35,2
35,47,5
35,44,3
35,43,5
35,42,4
35,38,4
36,42,8
36,40,9
37,41,6
38,49,1
38,46,1
38,44,6
38,39,8
39,45,10
39,40,6
40,48,2
40,47,7
41,47,7
41,46,8
42,49,6
42,46,5
42,43,7
43,49,1
43,48,3
0,1,6
1,2,6
2,3,3
3,4,3
4,5,1
5,6,4
6,7,4
7,8,3
8,9,4
9,10,5
10,11,7
11,12,1
12,13,6
13,14,5
14,15,8
15,16,2
16,17,6
17,18,11
18,19,8
19,20,7
20,21,11
21,22,4
22,23,9
23,24,9
24,25,5
25,26,5
26,27,6
27,28,4
28,29,6
29,30,2
30,31,4
31,32,3
32,33,4
33,34,2
34,35,3
35,36,7
36,37,4
37,38,2
38,39,8
39,40,2
40,41,1
41,42,8
42,43,7
43,44,8
44,45,5
45,46,8
46,47,8
47,48,7
48,49,9
