0,23,37
0,21,27
0,18,27
0,13,10
0,11,28
0,7,2
0,5,30
0,1,6
0,2,12
0,3,14
1,44,4
1,42,26
1,38,9
1,36,23
1,34,28
1,31,21
1,29,18
1,26,19
1,2,13
1,3,20
2,62,2
2,59,13
2,56,9
2,51,25
2,49,15
2,3,20
3,99,17
3,98,31
3,97,8
3,93,32
3,88,15
3,85,21
3,83,22
3,77,10
3,76,11
3,72,17
3,68,32
3,64,20
4,5,19
4,6,30
5,6,29
7,8,30
9,10,13
9,11,12
9,12,13
10,11,23
10,12,21
11,12,4
13,14,17
13,15,32
13,16,31
14,15,31
14,16,14
15,16,33
17,18,30
19,20,7
19,21,16
19,22,15
20,21,12
20,22,13
21,22,7
23,24,30
25,26,37
25,27,19
25,28,20
26,27,35
26,28,18
27,28,24
30,31,16
32,33,29
32,34,33
32,35,29
33,34,37
33,35,3
34,35,35
37,38,14
39,40,26
39,41,13
39,42,25
39,43,40
40,41,15
40,42,21
40,43,17
41,42,14
41,43,27
42,43,22
44,45,4
44,46,18
44,47,13
44,48,22
45,46,21
45,47,10
45,48,24
46,47,31
46,48,7
47,48,33
49,50,20
52,53,1
52,54,16
52,55,28
52,56,26
52,57,21
52,58,20
53,54,14
53,55,27
53,56,25
53,57,20
53,58,19
54,55,12
54,56,22
54,57,11
54,58,5
55,56,23
55,57,12
55,58,8
56,57,12
56,58,19
57,58,7
60,61,10
60,62,15
60,63,11
61,62,12
61,63,15
62,63,10
64,65,8
66,67,26
66,68,28
66,69,26
66,70,28
66,71,23
67,68,2
67,69,34
67,70,25
67,71,4
68,69,36
68,70,26
68,71,5
69,70,13
69,71,31
70,71,23
72,73,8
72,74,36
73,74,28
75,76,16
78,79,11
78,80,28
78,81,4
78,82,14
78,83,8
79,80,33
79,81,9
79,82,2
79,83,19
80,81,26
80,82,35
80,83,30
81,82,12
81,83,12
82,83,21
84,85,27
84,86,9
85,86,21
87,88,11
87,89,14
87,90,12
88,89,15
88,90,21
89,90,12
91,92,20
91,93,30
91,94,20
92,93,19
92,94,8
93,94,12
95,96,26
95,97,8
96,97,26
