0,21,19
0,1,37
1,25,31
1,22,24
1,12,46
2,27,7
2,26,23
2,19,5
2,14,19
2,5,32
3,31,46
3,26,27
3,16,33
4,35,7
4,33,24
4,23,10
4,11,3
5,22,23
5,10,10
6,39,37
6,26,32
7,29,9
7,26,30
7,22,15
7,15,12
7,9,11
8,32,9
8,26,46
8,19,31
8,14,18
10,38,19
11,25,12
11,18,32
12,27,8
12,21,1
13,36,25
13,22,10
14,36,12
14,29,21
14,20,12
15,36,5
15,33,31
15,32,10
15,19,31
16,19,31
17,22,8
18,25,24
19,32,22
19,20,26
20,38,8
20,37,32
22,30,8
24,31,33
26,30,17
27,28,21
28,29,21
29,33,27
30,38,31
31,38,39
33,39,28
33,36,27
34,35,38
