0,90,7
0,85,1
0,68,3
0,66,6
0,82,6
0,77,8
0,50,6
0,48,6
0,42,2
0,34,5
1,33,5
1,32,8
1,30,11
1,22,4
1,14,8
1,12,9
2,97,2
2,90,6
2,88,5
2,79,4
2,78,6
2,73,4
2,63,5
2,44,5
2,42,6
2,41,7
2,36,8
2,10,8
2,4,3
3,98,5
3,87,9
3,67,9
3,59,6
3,56,5
3,54,4
3,32,4
3,30,7
3,26,2
3,25,6
3,23,7
3,13,4
4,78,8
4,30,1
4,26,5
4,20,5
4,19,9
5,93,1
5,86,9
5,80,7
5,79,5
5,64,6
5,60,2
5,49,8
5,38,8
6,93,4
6,64,2
6,47,4
6,43,4
6,26,3
6,22,1
7,98,7
7,97,2
7,60,8
7,53,7
7,30,1
7,26,6
7,22,6
7,19,8
7,14,4
8,93,8
8,78,8
8,65,9
8,52,3
8,42,7
8,40,3
8,34,8
8,27,10
8,26,7
8,25,8
8,24,9
8,23,2
8,19,5
9,98,4
9,95,6
9,80,1
9,79,4
9,75,5
9,67,5
9,59,3
9,54,4
9,50,4
9,43,3
9,21,5
10,67,9
10,66,1
10,65,2
10,57,2
10,54,4
10,42,7
11,94,7
11,79,3
11,75,2
11,73,2
11,61,2
11,59,7
11,53,7
11,47,9
11,46,6
11,43,6
11,42,8
11,37,5
12,72,8
12,70,5
12,56,4
12,54,4
12,52,6
12,50,5
12,42,7
12,41,6
12,30,1
13,94,7
13,82,6
13,77,7
13,76,6
13,73,11
13,60,2
13,37,4
14,96,3
14,90,5
14,88,4
14,83,6
14,72,7
14,65,3
14,64,1
14,50,3
14,32,1
14,28,7
14,19,6
15,91,7
15,87,10
15,67,10
15,43,9
15,41,4
15,27,5
15,26,3
15,24,1
15,18,6
15,16,2
16,87,11
16,78,1
16,77,6
16,62,3
16,61,6
16,42,1
16,36,7
17,88,3
17,70,3
17,63,2
17,56,4
17,55,7
17,53,4
17,52,7
17,42,5
17,23,4
17,20,2
18,75,2
18,63,2
18,58,1
18,33,6
18,23,4
19,96,7
19,91,2
19,84,9
19,61,6
19,58,8
19,57,7
19,47,3
19,46,4
19,33,1
19,30,8
19,23,6
20,97,5
20,91,4
20,86,6
20,81,4
20,79,3
20,70,1
20,48,3
20,46,4
20,39,5
20,37,1
20,35,1
20,34,2
20,24,4
21,95,10
21,76,4
21,57,6
21,34,5
21,29,5
21,25,1
21,22,7
22,82,2
22,63,6
22,56,1
22,46,3
22,41,7
23,93,7
23,90,6
23,84,4
23,58,5
23,44,6
24,93,1
24,90,5
24,88,2
24,84,9
24,83,3
24,82,5
24,78,2
24,61,6
24,44,3
24,36,4
24,32,4
25,86,1
25,74,4
25,61,3
25,57,7
25,38,6
25,34,6
25,32,3
26,99,6
26,90,4
26,81,2
26,79,2
26,78,3
26,75,4
26,65,2
26,60,3
26,39,4
27,90,8
27,80,8
27,75,2
27,68,7
27,54,2
27,49,9
28,86,9
28,78,9
28,70,7
28,45,1
28,44,8
29,97,6
29,91,5
29,38,5
29,36,6
30,88,7
30,81,7
30,58,3
30,55,6
30,53,7
30,50,6
30,45,7
31,99,4
31,96,1
31,94,4
31,78,8
31,62,8
31,57,9
31,36,10
32,95,8
32,80,5
32,77,2
32,76,3
32,68,5
32,67,5
32,61,2
32,53,5
32,36,4
33,94,2
33,80,3
33,74,4
33,72,3
33,65,7
33,45,3
34,89,6
34,84,7
34,83,4
34,35,2
35,92,5
35,87,6
35,72,5
35,46,4
36,91,11
36,86,7
36,80,9
36,72,9
37,97,5
37,96,5
37,67,7
37,65,4
37,62,3
37,40,3
38,99,2
38,95,8
38,89,4
38,81,8
38,80,1
38,64,3
38,51,2
38,45,3
39,94,9
39,70,6
39,66,4
39,52,10
40,71,1
40,64,1
40,54,5
40,53,4
40,52,4
40,48,2
41,99,10
41,88,4
41,79,2
41,74,5
41,55,11
41,44,5
42,87,11
42,78,2
42,74,5
42,73,10
42,52,5
42,51,4
42,47,1
43,96,3
43,91,4
43,85,4
43,83,9
43,77,9
43,76,9
43,74,4
44,98,3
44,94,5
44,76,4
44,74,4
44,67,9
44,53,1
44,46,5
45,79,9
45,71,5
45,62,5
45,59,2
45,46,2
46,93,6
46,68,5
47,86,10
47,79,6
47,68,10
47,59,5
47,48,5
48,88,4
48,72,4
48,67,7
48,66,8
49,98,4
49,89,4
49,83,8
49,81,8
49,75,8
49,58,7
49,56,3
49,52,2
50,98,5
50,87,8
50,84,6
50,72,6
50,70,3
50,60,4
51,88,4
51,81,6
51,78,5
51,63,6
52,89,2
52,85,7
52,74,5
53,93,3
53,92,7
53,77,6
53,76,5
53,67,8
53,65,5
54,94,8
54,80,6
54,78,6
54,62,8
54,58,1
55,93,9
55,69,8
55,61,6
56,93,4
56,78,4
56,75,7
56,72,4
56,61,4
57,91,8
57,84,8
57,79,3
57,76,1
57,59,8
58,95,9
58,72,9
58,70,5
58,69,3
59,75,8
59,70,4
59,61,5
59,60,4
60,98,2
60,92,7
60,91,4
60,89,4
60,81,4
60,77,6
60,76,5
60,75,7
60,68,9
61,98,5
61,94,5
61,89,6
61,83,7
61,80,3
61,63,4
62,96,8
62,85,8
62,68,9
63,92,2
63,76,2
64,98,4
64,86,4
64,80,2
64,67,4
65,80,6
66,84,8
66,83,5
66,77,2
66,74,5
66,73,8
66,67,9
67,97,4
67,80,5
67,73,1
68,83,10
68,80,4
69,99,7
69,88,2
69,85,4
69,77,2
69,71,5
70,91,4
70,89,4
71,80,2
71,78,7
72,80,6
72,75,9
73,90,9
73,74,5
74,97,4
74,96,3
74,86,4
74,84,4
75,98,8
75,90,8
75,85,4
75,84,4
75,80,7
76,87,8
76,78,4
77,91,9
77,80,7
78,86,8
78,81,3
79,95,7
79,80,6
80,94,2
80,91,3
81,99,9
81,87,9
81,85,6
82,92,6
82,87,6
82,85,4
84,94,7
85,98,7
85,87,3
86,99,8
87,99,8
87,89,10
88,91,6
89,98,1
89,92,10
90,96,7
90,91,3
91,99,2
91,92,10
92,95,9
95,99,7
95,98,3
95,97,9
0,1,6
1,2,4
2,3,7
3,4,7
4,5,3
5,6,8
6,7,8
7,8,10
8,9,6
9,10,1
10,11,10
11,12,7
12,13,3
13,14,2
14,15,10
15,16,9
16,17,7
17,18,3
18,19,9
19,20,5
20,21,4
21,22,4
22,23,2
23,24,7
24,25,6
25,26,9
26,27,9
27,28,5
28,29,4
29,30,3
30,31,4
31,32,4
32,33,8
33,34,8
34,35,4
35,36,4
36,37,7
37,38,8
38,39,4
39,40,9
40,41,7
41,42,8
42,43,3
43,44,7
44,45,8
45,46,3
46,47,1
47,48,8
48,49,9
49,50,9
50,51,5
51,52,3
52,53,8
53,54,4
54,55,5
55,56,4
56,57,2
57,58,7
58,59,4
59,60,4
60,61,4
61,62,6
62,63,5
63,64,7
64,65,9
65,66,5
66,67,5
67,68,6
68,69,7
69,70,3
70,71,4
71,72,8
72,73,8
73,74,9
74,75,7
75,76,1
76,77,8
77,78,6
78,79,5
79,80,5
80,81,6
81,82,7
82,83,7
83,84,3
84,85,6
85,86,7
86,87,6
87,88,7
88,89,4
89,90,1
90,91,4
91,92,8
92,93,8
93,94,9
94,95,10
95,96,8
96,97,5
97,98,2
98,99,3
